max,median,std,area00,musiq,arniqa,unique,paq2piq,psnr_rlfn,ssim_rlfn,lpips-vgg_rlfn,stlpips-vgg_rlfn,pieapp_rlfn,ahiq_rlfn,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004
-0.026076365262269974,0.02538679540157318,-0.0065104905515909195,0.002239511115476489,-0.0014124984154477715,-0.0005098923575133085,0.009884063154459,-0.014723842963576317,0.007969990372657776,-0.004095209762454033,0.0036130445078015327,-0.0011065204162150621,0.04014367237687111,-0.007165790535509586,0.0032252375967800617,0.028050195425748825,-0.0019197819055989385,0.00028752212529070675,0.008716773241758347,0.006759668234735727,0.006879392080008984,-0.00015702312521170825,0.003377904649823904,0.003916202113032341
0.024990137666463852,-0.005787007976323366,0.0174054354429245,-0.001921150367707014,-0.0364665687084198,0.00784350372850895,-0.011520094238221645,-0.01728416606783867,0.0018956608837470412,-0.0010324728209525347,0.0006974769057705998,0.0049487529322505,0.023612044751644135,0.004909337963908911,-0.0004460092168301344,-0.015488360077142715,-0.0019314322853460908,0.00028442603070288897,0.0063736834563314915,-0.004773321561515331,-0.03245936334133148,-0.00251148478128016,-0.0016589403385296464,0.0049420855939388275
0.003505948232486844,-0.004816925618797541,0.010437686927616596,0.0006691069575026631,0.08287734538316727,0.01572105661034584,-0.0017739000031724572,-0.0017388919368386269,-0.0009156151209026575,0.0008739018812775612,-0.009216208942234516,0.004017322789877653,0.020772414281964302,-0.04341644421219826,0.0005976816173642874,-0.00470135360956192,0.0022598726209253073,-0.0003109573444817215,0.004986123647540808,0.007611155975610018,0.013893903233110905,0.0008117497200146317,0.0007125710253603756,-0.0028761180583387613
0.017200062051415443,-0.0012216562172397971,0.0030233818106353283,0.009500676766037941,-0.09514255076646805,0.0019124139798805118,-0.011477714404463768,-0.010311014950275421,0.002324281958863139,0.00031947268871590495,0.0016663555288687348,0.003416681196540594,0.04557688161730766,0.002858525374904275,0.0010106818517670035,0.004176618997007608,0.006735768634825945,7.780561281833798e-05,0.002960365265607834,-0.021060101687908173,0.00812134426087141,-0.0003164510417263955,-0.004501916002482176,0.0018598514143377542
0.0522490069270134,-0.00040305693983100355,0.011555114760994911,-0.005975791718810797,0.10972275584936142,0.03146664798259735,0.0005994436796754599,0.0020543017890304327,0.0014755171723663807,0.0004633603384718299,0.008614801801741123,0.001383048016577959,0.022701887413859367,0.005695254076272249,-0.0011890202295035124,-0.0042008101008832455,0.004130291752517223,0.00024194149591494352,0.0026383085642009974,-0.04096953570842743,0.019418876618146896,-0.0036401255056262016,0.0019186078570783138,0.008138279430568218
0.022667111828923225,-0.0022763959132134914,0.01729586347937584,-0.00441815797239542,-0.005882238037884235,0.0005742137436755002,0.02190813608467579,0.006258143577724695,0.0016499876510351896,0.002238593762740493,0.005029154941439629,0.007970832288265228,0.06758185476064682,-0.0025049305986613035,0.0026468345895409584,0.02844276838004589,0.0016132150776684284,-3.9885842852527276e-05,0.005979492794722319,0.015361239202320576,-0.03380986303091049,0.0012063059257343411,-0.004337100312113762,0.008305838331580162
0.06103585660457611,-0.00832271296530962,-0.00854505319148302,0.0035450728610157967,0.12874959409236908,0.015855662524700165,-0.0023277581203728914,-0.0016903848154470325,-0.00015080116281751543,0.0008779438212513924,-0.006911571137607098,0.0017397903138771653,0.024870848283171654,0.008107411675155163,-0.00037945163785479963,-0.008692272938787937,0.004091530106961727,-0.00024679399211890996,0.003605830715969205,0.005816202610731125,0.035573769360780716,-0.0017872899770736694,0.004651605151593685,0.004961362108588219
-0.008199485950171947,-0.00615254882723093,-0.013546891510486603,0.004397660959511995,0.0017209546640515327,-0.0012513053370639682,0.018838275223970413,0.010790904052555561,0.0018559811869636178,0.0011070247273892164,0.007588086184114218,0.01102486439049244,0.05931738764047623,-0.00014148009358905256,-0.0016463474603369832,-0.0018938758876174688,0.0024332827888429165,-0.0002530185447540134,0.009626892395317554,-0.015263538807630539,-0.04873739182949066,-0.009554903954267502,0.000562987057492137,0.008085929788649082
-0.02873058058321476,0.024547884240746498,-0.005760246887803078,0.0025148510467261076,-0.006690624635666609,-0.001649066456593573,-0.015300892293453217,-0.004358791746199131,0.007841641083359718,-0.009277071803808212,0.0016542167868465185,-0.004824541509151459,0.03160819038748741,-0.013765860348939896,0.0036749597638845444,0.02561059221625328,-0.0008838968933559954,0.00028752212529070675,0.010049926117062569,0.00667698634788394,0.006568685173988342,0.0005515546072274446,0.0026796322781592607,0.004263687878847122
0.019978420808911324,-0.0056138900108635426,0.00920779537409544,-4.1202518332283944e-05,-0.08859547972679138,-0.009929021820425987,-0.002205541357398033,0.004679821897298098,-0.009729370474815369,-0.0008834408945403993,0.0002643024199642241,-0.005691614001989365,-0.14159412682056427,0.004564621020108461,8.440270175924525e-05,-0.004341457970440388,0.00016324111493304372,0.0008108806214295328,0.005026881583034992,-0.00413043238222599,-0.03229798004031181,-0.011263829655945301,-0.0029215258546173573,0.0007408516830764711
