sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049,resnet_pca_050,resnet_pca_051,resnet_pca_052,resnet_pca_053,resnet_pca_054,resnet_pca_055,resnet_pca_056,resnet_pca_057,resnet_pca_058,resnet_pca_059,resnet_pca_060,resnet_pca_061,resnet_pca_062,resnet_pca_063,resnet_pca_064,resnet_pca_065,resnet_pca_066,resnet_pca_067,resnet_pca_068,resnet_pca_069,resnet_pca_070,resnet_pca_071,resnet_pca_072,resnet_pca_073,resnet_pca_074
QualiSR-Set120/PASD/1024x768___4962875195.npy.gz,PASD,1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/1024x768___4962875195.png,QualiSR-Set120,1024x768___4962875195,PASD/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/1024x768___4962875195.png,train,-0.4635557,1.2235806,0.7625835,0.50290585,1.2008253,-4.4396253,2.6983757,1.0948076,-4.891676,-1.9395708,1.3553919,-0.8719743,1.5415776,1.699965,7.076345,1.2133135,-2.8717904,-3.0700433,0.499404,-0.18360019,-0.0831458,0.2053507,-0.89774895,-0.2501055,0.23516884,-0.2580415,-0.32766086,-0.2456716,-0.6036761,-0.004680693,-0.14422715,0.028931335,0.084201515,-0.004272461,-0.28639466,0.015039742,-0.079080835,-0.030295704,-0.06505868,0.21753883,-0.036701232,0.22704573,0.002109632,0.011339799,0.015778776,0.096962005,-0.12678258,-0.13738123,0.030361973,0.0817547,-0.050922006,-0.024850026,-0.06358276,0.04639989,-0.049604908,-0.06793478,0.049457673,-0.020456612,0.0843053,-0.039236695,-0.17854021,-0.044813037,0.08488298,-0.016210642,0.018229127,-0.034503013,0.002800122,-0.034915507,-0.12885895,-0.06330715,-0.0075484514,-0.06979449,-0.013209522,-0.008672114,-0.03490012
QualiSR-Set120/RealESRGAN/1024x768___4962875195.npy.gz,RealESRGAN,1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/1024x768___4962875195.png,QualiSR-Set120,1024x768___4962875195,RealESRGAN/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/1024x768___4962875195.png,train,-0.59973454,1.388896,1.0330242,0.4013037,1.1933202,-4.076585,2.843406,1.2425934,-4.7673516,-1.9391038,1.4577854,-0.9921824,1.4994671,1.912045,6.6967645,1.1794072,-2.6487815,-3.0850177,0.27708316,-0.24254978,0.070991814,0.2160042,-0.6892911,-0.19723843,0.16741297,-0.2846486,-0.24027014,-0.254357,-0.5949472,-0.10255459,-0.113010675,0.053642325,0.020358816,0.108805,-0.086550236,0.029524446,-0.02968517,0.0015074126,-0.016614228,-0.13578701,0.014251828,-0.19873792,0.02511698,-0.020664841,-0.0034448318,-0.1968245,0.07283913,0.17900427,0.009674616,-0.20079263,-0.04571888,-0.040382504,0.018081993,0.0018592328,0.033232495,0.041747063,-0.0050408337,0.058626235,-0.18342736,0.01991634,0.16992588,-0.109662086,0.014283769,-0.052180596,0.047888577,0.056402475,-0.10664123,0.031615555,0.11751187,0.11771552,0.12048456,0.1727177,0.034517124,-0.021234851,0.09267248
QualiSR-Set120/SUPIR/1024x768___4962875195.npy.gz,SUPIR,1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/1024x768___4962875195.png,QualiSR-Set120,1024x768___4962875195,SUPIR/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/1024x768___4962875195.png,train,-0.6104256,1.297857,0.69989383,0.486508,1.2147409,-4.429441,2.8135018,1.1838653,-4.966007,-2.0875304,1.4821556,-0.84825504,1.5352042,1.7794518,7.2460747,1.2666719,-2.874784,-3.2850933,0.53767705,-0.136026,0.025408685,0.16096091,-0.95506823,-0.25509703,0.2605553,-0.29977912,-0.34828404,-0.2638646,-0.6326531,-0.0066921413,-0.17288554,-0.05017145,0.07595687,-0.0062751174,-0.30171132,0.043108642,0.015153587,-0.004201431,-0.16349399,0.2786379,-0.008795738,0.15102391,-0.053529687,-0.022932738,-0.029399287,0.18161425,-0.07445262,0.030155942,-0.012143854,0.08421643,-0.013062805,0.001011163,-0.0024422407,-0.08817279,0.03804086,-0.05678466,0.040732622,0.019580454,0.09788211,0.009457275,-0.036311448,0.05106297,-0.03313352,0.051392023,0.016407013,-0.0032419115,0.090633705,0.03558469,0.05221212,-0.032469686,-0.112401724,-0.0871253,-0.019408114,0.05147371,-0.061891332
QualiSR-Set120/PASD/ava_images___101816.npy.gz,PASD,ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___101816.png,QualiSR-Set120,ava_images___101816,PASD/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___101816.png,train,1.3407465,-1.9825732,-0.50057864,1.5196187,-1.0566549,-3.429873,-0.6949176,-1.1883012,-0.7804772,-0.018524919,0.45187128,-0.41598704,-1.077363,0.16226262,-0.8500818,-0.22967198,-0.10622263,1.3773696,0.97003853,0.27917,-1.3615365,-0.9823702,3.4167733,-1.0162164,2.223916,-1.132007,-0.73262787,-0.8739878,-0.51712894,-0.21881503,-1.7624778,0.36718655,-0.24522008,-0.11893332,0.1500939,-0.0013057292,-0.5345542,0.10422963,0.30968952,-0.104567096,-0.011512518,-0.375632,-0.118617035,0.33722746,0.1597282,0.17535841,0.17057613,0.117148325,0.008196212,0.17029586,0.45735258,-0.17376938,0.29021645,-0.33422843,0.62811047,0.0265764,1.522785,0.61276543,-1.1490914,-1.0699047,-0.20159741,-0.28166473,0.2645813,-0.4951178,0.23936807,0.10088736,0.29088056,0.2231986,0.095749855,-0.2560016,-0.4340028,0.097875476,-0.3463096,-0.21971963,-0.03125772
QualiSR-Set120/RealESRGAN/ava_images___101816.npy.gz,RealESRGAN,ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___101816.png,QualiSR-Set120,ava_images___101816,RealESRGAN/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___101816.png,train,1.53224,-1.5544802,-0.86667705,1.0786513,-1.5129954,-3.3365226,-0.7342615,-1.2165726,-0.85998046,-0.55260646,0.6214317,0.15776348,-0.8595157,-0.0759194,-1.1519701,-0.14668003,0.101270586,1.2857246,1.3122802,0.35271543,-1.0743929,-1.3565676,3.6798117,-1.13489,2.6310952,-1.3758518,-1.0902259,-1.2710202,-0.9953165,-0.52640903,-5.3166375,1.1044377,-0.17358957,0.13266832,-0.034125373,0.46891057,0.30957752,0.5809758,-0.47726074,0.0636909,0.018843204,0.19419013,0.112608835,-0.4295774,-0.10754728,-0.13830154,-0.21676739,-0.120536774,0.23945796,-0.20623033,-0.5416094,0.12153586,-0.29004455,0.46067715,-0.6056421,-0.2538549,-1.7859174,-0.5881145,1.3719863,1.1704587,0.08477353,0.42445582,-0.27870283,0.41254896,-0.23364803,-0.037524015,-0.21767446,-0.17666972,-0.060330123,0.18268207,0.23008046,-0.04479719,0.056986645,0.058330353,-0.041560307
QualiSR-Set120/SUPIR/ava_images___101816.npy.gz,SUPIR,ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___101816.png,QualiSR-Set120,ava_images___101816,SUPIR/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___101816.png,train,1.4292896,-1.8600478,-0.65151465,1.3360909,-1.2569827,-3.5191379,-0.6499917,-1.1747614,-0.8624973,-0.12319775,0.51783967,-0.23608439,-1.1530056,-0.02124416,-1.0735736,-0.14846782,-0.16473596,1.5161592,1.054094,0.3960062,-1.3300216,-1.2098646,3.8819957,-1.1404254,2.612399,-1.1484181,-0.808905,-1.0748647,-0.81050444,-0.5548505,-2.9915605,0.5691414,-0.12904681,-0.075240016,0.093091324,0.17028698,-0.369711,0.07331726,0.07406241,0.047366932,-0.041855693,-0.16350318,-0.059387505,0.36931401,0.061851837,0.22794548,0.13324034,0.07432632,-0.069721416,0.1258773,0.1561567,-0.11945282,0.22393134,-0.24894749,0.3103851,0.22459948,1.0935462,0.12893796,-0.8351702,-0.9355942,0.15229845,-0.22766346,0.40379697,-0.3001603,0.089407444,0.01625815,0.107054874,0.074542165,0.124399126,-0.11416778,-0.0052313805,0.033641454,0.14423645,0.0961061,0.14089566
QualiSR-Set120/PASD/ava_images___158174.npy.gz,PASD,ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___158174.png,QualiSR-Set120,ava_images___158174,PASD/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___158174.png,train,-3.9191093,0.533026,5.212478,-4.7892084,-1.3830065,2.7648118,-3.1061816,2.6549044,-0.36203015,3.6977246,3.22295,3.369614,-2.3662052,1.9829508,0.9846771,2.8549676,-2.9550211,2.976292,2.1349182,0.24525227,0.01926285,0.4830193,0.3568464,0.111327864,-0.7731782,-0.29394144,-0.069544345,0.054683506,0.2281912,0.2689638,-0.16515857,-0.37070966,-0.020448118,-0.10020161,0.098290846,-0.4556182,-0.5390589,-0.09179087,0.36259514,-0.41508812,-0.45263523,0.55138516,0.24661009,0.18603943,0.24550834,-0.38154107,0.22189946,0.0636086,0.49510023,0.3791486,0.17760012,-0.089861244,0.019247994,0.47618526,0.7756419,-0.11387506,0.493748,-0.8845626,-0.5881789,0.3338153,0.57966125,0.22925568,1.327605,2.3606422,-0.8795166,-0.15794717,-0.3090763,-0.0124082565,0.14681959,0.17082329,-0.2086547,-0.19588064,-0.07360843,0.022382285,-0.033124916
QualiSR-Set120/RealESRGAN/ava_images___158174.npy.gz,RealESRGAN,ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___158174.png,QualiSR-Set120,ava_images___158174,RealESRGAN/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___158174.png,train,-4.3856173,0.831527,5.087748,-4.7524204,-1.1392889,3.1596797,-3.1659117,2.9424517,-0.0031207204,4.16233,3.5698223,3.6041524,-2.7607007,1.5837263,1.1003544,3.0770304,-3.2464132,2.6581104,2.0985456,0.031413287,0.25644153,0.08348173,0.2685607,-0.013780713,-0.4574843,0.21867266,-0.37666434,-0.07914749,0.030305266,0.1332766,-0.20947042,0.38369852,0.28174543,0.24696058,0.8625072,-0.15905306,0.08984482,-0.5146959,0.89529383,-0.4123655,-1.1459593,1.329272,-0.31497127,0.12515526,-0.74216115,-0.82937247,1.612155,0.66390216,0.81119084,-0.4354819,0.3002406,0.51082504,-0.24476536,-0.21708588,-1.1656433,-0.3116788,-0.012055812,0.5521995,0.68876344,-0.25120807,0.03281063,-0.34171814,-0.6573429,-1.6390306,0.6135372,0.13031837,0.19457339,0.035685122,-0.23756719,-0.17914559,0.16809015,0.10843614,0.11540711,0.033171084,-0.03699474
QualiSR-Set120/SUPIR/ava_images___158174.npy.gz,SUPIR,ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___158174.png,QualiSR-Set120,ava_images___158174,SUPIR/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___158174.png,train,-4.162354,0.2048204,5.7460403,-5.2571898,-1.4272902,3.2759016,-2.9980497,2.6918416,-0.37118077,3.2863107,2.9885242,2.8378155,-2.3462524,1.4220839,0.6411302,2.4349809,-2.8278391,3.091527,2.2292223,1.0601346,-0.49699056,0.39876074,0.31090978,0.0043191016,-0.5499185,-0.29765034,0.036805823,0.110260636,0.10489476,0.27918658,0.28739792,-0.17728953,-0.3979869,-0.34188232,-1.2581927,0.32104647,0.22131151,0.62719774,-1.3887442,1.0251837,1.4735429,-2.0604098,0.20693077,-0.3325899,0.4693531,1.1070552,-2.0357301,-0.80676234,-1.2157387,-0.006190121,-0.44037887,-0.5338801,0.21329385,-0.15136999,0.41492087,0.41769516,-0.47106183,0.20867845,-0.072670475,-0.13174812,-0.5577123,0.094556496,-0.6635561,-0.73024136,0.27831817,-0.008758932,0.14080267,-0.026925206,0.055951536,0.0022118278,0.08054623,0.06837401,-0.055132113,-0.018404279,0.054678634
QualiSR-Set120/PASD/ava_images___18037.npy.gz,PASD,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___18037.png,QualiSR-Set120,ava_images___18037,PASD/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,8.764364,2.0688527,3.7285254,2.7697258,-0.016516434,2.9790242,-1.0191532,0.20797299,0.15076923,-0.3108573,-0.68335545,-0.0016874075,0.28632033,-0.8106548,0.44931057,-0.38785475,0.055983156,-1.498975,0.735618,0.6945606,-0.7675313,5.3544965,3.1581635,-0.6126828,-2.093608,1.5024034,-0.42263767,-0.33783838,-0.05378568,-0.18347383,-0.06090404,-0.12787066,0.12762038,-0.17454368,0.11708458,0.12108934,0.010177642,-0.0711692,-0.06594193,0.052181706,-0.019737765,0.0026058257,-0.1376558,0.029781774,0.17780599,-0.10246208,-0.026853606,-0.082321465,-0.0806385,-0.046863742,0.059845343,0.05848302,-0.039346293,-0.04032,-0.009675384,-0.08676264,0.00498973,-0.09942627,-0.020847723,-0.086381495,-0.02102296,-0.08573708,0.063142575,-0.07626997,-0.0565542,0.009591669,-0.086521156,-0.1149385,0.069211245,0.034240577,-0.0227997,-0.09231852,-0.032929383,-0.1378587,-0.027713075
