sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024
QualiSR-Set120/PASD/1024x768___4962875195.npy.gz,PASD,1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/1024x768___4962875195.png,QualiSR-Set120,1024x768___4962875195,PASD/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/1024x768___4962875195.png,train,-0.4635557,1.2235806,0.7625835,0.50290585,1.2008253,-4.4396253,2.6983757,1.0948076,-4.891676,-1.9395708,1.3553919,-0.8719743,1.5415776,1.699965,7.076345,1.2133135,-2.8717904,-3.0700433,0.499404,-0.18360019,-0.0831458,0.2053507,-0.89774895,-0.2501055,0.23516884
QualiSR-Set120/RealESRGAN/1024x768___4962875195.npy.gz,RealESRGAN,1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/1024x768___4962875195.png,QualiSR-Set120,1024x768___4962875195,RealESRGAN/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/1024x768___4962875195.png,train,-0.59973454,1.388896,1.0330242,0.4013037,1.1933202,-4.076585,2.843406,1.2425934,-4.7673516,-1.9391038,1.4577854,-0.9921824,1.4994671,1.912045,6.6967645,1.1794072,-2.6487815,-3.0850177,0.27708316,-0.24254978,0.070991814,0.2160042,-0.6892911,-0.19723843,0.16741297
QualiSR-Set120/SUPIR/1024x768___4962875195.npy.gz,SUPIR,1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/1024x768___4962875195.png,QualiSR-Set120,1024x768___4962875195,SUPIR/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/1024x768___4962875195.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/1024x768___4962875195.png,train,-0.6104256,1.297857,0.69989383,0.486508,1.2147409,-4.429441,2.8135018,1.1838653,-4.966007,-2.0875304,1.4821556,-0.84825504,1.5352042,1.7794518,7.2460747,1.2666719,-2.874784,-3.2850933,0.53767705,-0.136026,0.025408685,0.16096091,-0.95506823,-0.25509703,0.2605553
QualiSR-Set120/PASD/ava_images___101816.npy.gz,PASD,ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___101816.png,QualiSR-Set120,ava_images___101816,PASD/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___101816.png,train,1.3407465,-1.9825732,-0.50057864,1.5196187,-1.0566549,-3.429873,-0.6949176,-1.1883012,-0.7804772,-0.018524919,0.45187128,-0.41598704,-1.077363,0.16226262,-0.8500818,-0.22967198,-0.10622263,1.3773696,0.97003853,0.27917,-1.3615365,-0.9823702,3.4167733,-1.0162164,2.223916
QualiSR-Set120/RealESRGAN/ava_images___101816.npy.gz,RealESRGAN,ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___101816.png,QualiSR-Set120,ava_images___101816,RealESRGAN/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___101816.png,train,1.53224,-1.5544802,-0.86667705,1.0786513,-1.5129954,-3.3365226,-0.7342615,-1.2165726,-0.85998046,-0.55260646,0.6214317,0.15776348,-0.8595157,-0.0759194,-1.1519701,-0.14668003,0.101270586,1.2857246,1.3122802,0.35271543,-1.0743929,-1.3565676,3.6798117,-1.13489,2.6310952
QualiSR-Set120/SUPIR/ava_images___101816.npy.gz,SUPIR,ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___101816.png,QualiSR-Set120,ava_images___101816,SUPIR/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___101816.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___101816.png,train,1.4292896,-1.8600478,-0.65151465,1.3360909,-1.2569827,-3.5191379,-0.6499917,-1.1747614,-0.8624973,-0.12319775,0.51783967,-0.23608439,-1.1530056,-0.02124416,-1.0735736,-0.14846782,-0.16473596,1.5161592,1.054094,0.3960062,-1.3300216,-1.2098646,3.8819957,-1.1404254,2.612399
QualiSR-Set120/PASD/ava_images___158174.npy.gz,PASD,ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___158174.png,QualiSR-Set120,ava_images___158174,PASD/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___158174.png,train,-3.9191093,0.533026,5.212478,-4.7892084,-1.3830065,2.7648118,-3.1061816,2.6549044,-0.36203015,3.6977246,3.22295,3.369614,-2.3662052,1.9829508,0.9846771,2.8549676,-2.9550211,2.976292,2.1349182,0.24525227,0.01926285,0.4830193,0.3568464,0.111327864,-0.7731782
QualiSR-Set120/RealESRGAN/ava_images___158174.npy.gz,RealESRGAN,ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/ava_images___158174.png,QualiSR-Set120,ava_images___158174,RealESRGAN/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___158174.png,train,-4.3856173,0.831527,5.087748,-4.7524204,-1.1392889,3.1596797,-3.1659117,2.9424517,-0.0031207204,4.16233,3.5698223,3.6041524,-2.7607007,1.5837263,1.1003544,3.0770304,-3.2464132,2.6581104,2.0985456,0.031413287,0.25644153,0.08348173,0.2685607,-0.013780713,-0.4574843
QualiSR-Set120/SUPIR/ava_images___158174.npy.gz,SUPIR,ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___158174.png,QualiSR-Set120,ava_images___158174,SUPIR/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___158174.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___158174.png,train,-4.162354,0.2048204,5.7460403,-5.2571898,-1.4272902,3.2759016,-2.9980497,2.6918416,-0.37118077,3.2863107,2.9885242,2.8378155,-2.3462524,1.4220839,0.6411302,2.4349809,-2.8278391,3.091527,2.2292223,1.0601346,-0.49699056,0.39876074,0.31090978,0.0043191016,-0.5499185
QualiSR-Set120/PASD/ava_images___18037.npy.gz,PASD,ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/ava_images___18037.png,QualiSR-Set120,ava_images___18037,PASD/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___18037.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___18037.png,train,8.764364,2.0688527,3.7285254,2.7697258,-0.016516434,2.9790242,-1.0191532,0.20797299,0.15076923,-0.3108573,-0.68335545,-0.0016874075,0.28632033,-0.8106548,0.44931057,-0.38785475,0.055983156,-1.498975,0.735618,0.6945606,-0.7675313,5.3544965,3.1581635,-0.6126828,-2.093608
